,band_name,fans,formed,origin,split,style
3088,Project: Failing Flesh,7,2001,USA,-,"Industrial thrash,Avantgarde"
3089,Putrevore,7,2004,Spain,2004,Death
3090,Quadrivium,7,2005,Norway,-,"Avantgarde,Black"
3091,RandomWalk,7,2005,Greece,2005,"Gothic,Metalcore"
3092,Rorcal,7,2006,Switzerland,-,"Doom,Sludge,Hardcore,Black"
3093,Rumpelstiltskin Grinder,7,2002,USA,2002,Technical thrash
3094,Sanctium,7,2007,Australia,-,"Melodic death,Progressive"
3095,Seven Thorns,7,1998,Denmark,1998,Power
3096,Shroud Of Bereavement,7,1996,USA,-,"Death doom,Neoclassical"
3097,Silent Kingdom,7,1999,Bosnia and Herzegovina,1999,"Melodic death,Extreme folk"
3098,Silent Planet,7,2010,USA,-,Metalcore
3099,Slartibartfass,7,2005,Germany,2005,Viking folk
3100,So Much For Nothing,7,2007,Norway,-,"Avantgarde,Depressive black"
3101,Sorcery (Swe),7,1986,Sweden,1986,Death
3102,Soulburn,7,1996,The Netherlands,-,Death
3103,Spiders,7,2010,Sweden,2010,"Hard rock,Heavy"
3104,Stick To Your Guns,7,2003,USA,-,"Metalcore,Hardcore"
3105,Strydegor,7,2005,Germany,2005,Viking black
3106,Su Ta Gar,7,1987,Spain,-,Heavy
3107,Subhuman,7,2001,Italy,2001,"Death,Thrash"
3108,Subliminal Fear,7,2001,Italy,-,Melodic death
3109,Sycronomica,7,1996,Germany,1996,Melodic black
3110,The Dogma,7,1999,Italy,-,Symphonic power
3111,The Drowning,7,2004,United Kingdom,2004,"Doom,Death"
3112,The Great Deceiver,7,2000,Sweden,-,Alternative
3113,The Moth Gatherer,7,2009,Sweden,2009,"Post-metal,Sludge"
3114,The Soulless,7,2010,United Kingdom,-,Melodic metalcore
3115,The Storyteller,7,1995,Sweden,1995,"Heavy,Power"
3116,The Wandering Midget,7,2005,Finland,-,Doom
3117,Thirdmoon,7,1994,Austria,1994,Death
3118,Thor,7,1973,Canada,-,"Hard rock,Heavy,Power"
3119,Thundra,7,1998,Norway,1998,Viking black
3120,Thy Worshiper,7,1993,Poland,-,"Pagan folk,Black"
3121,Tublatanka,7,1982,Slovak Republic,1982,"Melodic heavy,Hard rock"
3122,Tysondog,7,1983,United Kingdom,-,"New wave of british heavy,Heavy"
3123,Unfathomable Ruination,7,2010,United Kingdom,2010,Brutal death
3124,Urt,7,2004,Estonia,-,Pagan black
3125,Usnea,7,2011,USA,2011,Blackened doom
3126,Valkiria,7,1996,Italy,-,"Gothic,Black"
3127,Vaura,7,2012,USA,2012,Progressive
3128,Vemod,7,2000,Norway,-,Black
3129,Venomous Concept,7,2004,USA,2004,"Grindcore,Hardcore,Punk"
3130,Verwüstung,7,2010,USA,-,"Ambient black,Shoegaze,Drone doom,Post-,Rock"
3131,Vicious Art,7,2002,Sweden,2002,"Death,Thrash"
3132,Wallachia,7,1992,Norway,-,Symphonic black
3133,War From A Harlots Mouth,7,2005,Germany,2005,"Math,Metalcore"
3134,Warrior,7,1983,USA,-,"Heavy,Power"
3135,Wiegedood,7,2014,Belgium,2014,Black
3136,Winter's Verge,7,2004,Cyprus,-,Power
3137,Wolfpakk,7,2010,Germany,2010,Heavy
3138,Wraith Of The Ropes,7,2001,USA,-,Funeral doom
3139,2 Times Terror,6,2006,Finland,2006,Industrial
3140,5 Star Grave,6,2005,Italy,-,Melodic death
3141,Abysmal Grief,6,1995,Italy,1995,Gothic doom
3142,Adversarial,6,2007,Canada,-,Blackened death
3143,Age Of Artemis,6,2006,Brazil,2006,Melodic power
3144,Airborn,6,1995,Italy,-,Power
3145,Airged L'amh,6,1987,Greece,1987,"Heavy,Power,Folk"
3146,Aletheian,6,2003,USA,-,Melodic death
3147,Alkemyst,6,1998,France,1998,Progressive power
3148,Allfader,6,2001,Norway,-,"Black,Death"
3149,Altar (ROM),6,1991,Romania,1991,Thrash
3150,Amestigon,6,1993,Austria,-,Black
3151,Amulance,6,1984,USA,1984,"Power,Speed"
3152,Angel Blake,6,2004,Sweden,-,Heavy
3153,Antropofagus,6,1998,Italy,1998,Brutal death
3154,Aoria,6,2007,Sweden,-,"Progressive,Post-rock"
3155,Arkham Witch,6,2008,United Kingdom,2008,Doom
3156,Artefact,6,2000,France,-,Melodic black
3157,Asenblut,6,2006,Germany,2006,Pagan black
3158,Aska,6,1990,USA,-,"Heavy,Us power"
3159,Aspherium,6,2007,Norway,2007,Melodic death
3160,Balrog,6,1999,France,-,Black
3161,Bastard Priest,6,2002,Sweden,2002,Death
3162,Behind The Scenery,6,1996,Germany,-,"Gothenburg,Progressive"
3163,Benighted In Sodom,6,2004,USA,2004,Atmospheric black
3164,Bergraven,6,2002,Sweden,-,Black
3165,Bible Of The Devil,6,1999,USA,1999,Stoner
3166,Big End Bolt,6,2007,Russia,-,Brutal death
3167,Birth Of Depravity,6,2005,Greece,2005,Brutal death
3168,Blöod Düster,6,1991,Australia,-,Grindcore
3169,Black Autumn,6,1995,Germany,1995,"Ambient black,Doom"
3170,Black Bomb A,6,1995,France,-,Metalcore
3171,Black Monolith,6,2010,USA,2010,"Black,Post-metal,Crust,Punk"
3172,Black Steel,6,2000,Australia,-,"Heavy,Power"
3173,Blackstar Halo,6,1998,Finland,1998,Melodic heavy
3174,Bumblefoot,6,1998,USA,-,Progressive hard rock
3175,Burn The Priest,6,1994,USA,1994,Death
3176,Buzzov?en,6,1989,USA,-,Sludge
3177,Cain's Dinasty,6,2006,Spain,2006,Power
3178,Car Bomb,6,2000,USA,-,"Math,Metalcore"
3179,Carpathian Full Moon,6,1990,Norway,1990,"Black,Doom"
3180,Cauldron Born,6,1994,USA,2003,Us power
3181,Centurian,6,1997,The Netherlands,1997,Death
3182,Cerebral Fix,6,1986,United Kingdom,-,Thrash
3183,Chapel Of Disease,6,2008,Germany,2008,Death
3184,Clinging To The Trees Of A Forest Fire,6,2006,USA,2013,Grindcore
3185,Cold Snap,6,2003,Croatia,2003,Nu
3186,Coldworker,6,2006,Sweden,2013,Death
3187,Crimson Death,6,1994,Peru,1994,Gothenburg
3188,Crises,6,1995,Germany,-,Progressive
3189,Crocell,6,2007,Denmark,2007,Melodic death
3190,Cruxifiction,6,2005,France,-,"Melodic black,Death,Thrash"
3191,Dämmerfarben,6,2005,Germany,2005,Atmospheric black
3192,Dark Illusion,6,1982,Sweden,-,"Hard rock,Power"
3193,Deathember,6,2008,Sweden,2008,Groove thrash
3194,Decayed,6,1990,Portugal,-,Black
3195,Decaying,6,2010,Finland,2010,Death
3196,December's Cold Winter,6,2000,Costa Rica,2009,Melodic death
3197,Degial,6,2004,Sweden,2004,Death
3198,Detrimentum,6,1996,United Kingdom,-,Death
3199,Dimlight,6,2006,Greece,2006,Gothic
3200,Disgorge (MEX),6,1994,Mexico,-,"Brutal death,Grindcore"
3201,Doctor Cyclops,6,2007,Italy,2007,"Doom,Psychedelic rock"
3202,Dragobrath,6,2004,Ukraine,-,Black
3203,Dragonhammer,6,1999,Italy,1999,Power
3204,Dysnomia,6,2007,Spain,-,Melodic death
3205,Earthship,6,2010,Germany,2010,Sludge
3206,Eclipse Hunter,6,2004,Russia,-,Progressive power
3207,Elenium,6,1995,Finland,1995,Melodic death
3208,Embassy Of Silence,6,2007,Finland,-,"Progressive,Symphonic"
3209,Empyrean,6,2003,Australia,2003,Symphonic death
3210,Fórn,6,2012,USA,-,"Doom,Sludge"
3211,Fastkill,6,1996,Japan,1996,Thrash
3212,Fimbulvet,6,2003,Germany,-,Pagan folk
3213,Firespawn,6,2015,Sweden,2015,Death
3214,From The Vastland,6,2010,"Iran, Norway",-,Black
3215,Fuath,6,2015,United Kingdom,2015,Atmospheric black
3216,Fuck I'm Dead,6,2000,Australia,-,Grindcore
3217,Furia,6,1997,France,1997,"Death,Heavy"
3218,Gevolt,6,2001,Israel,-,Industrial folk
3219,Gigan,6,2006,USA,2006,"Progressive death,Technical death"
3220,Gjallarhorn,6,2003,Italy,-,Viking folk
3221,GOD · The Barbarian Horde,6,1993,Romania,1993,"Atmospheric gothic,Pagan folk"
3222,Gonin-ish,6,1996,Japan,-,Extreme progressive
3223,Gorath,6,1995,Belgium,1995,Black
3224,Grey Widow,6,2013,United Kingdom,-,"Doom,Blackened sludge"
3225,Heart Attack,6,2007,France,2007,Groove thrash
3226,Hegemon,6,1996,France,-,Black
3227,Hell Militia,6,2001,France,2001,Black
3228,Hetroertzen,6,2001,Chile,-,Black
3229,Holocausto,6,1985,Brazil,1985,"Black,Thrash,Technical thrash"
3230,Homo Iratus,6,1998,Greece,-,Death
3231,Hope Drone,6,2011,Australia,2011,"Atmospheric black,Post-metal"
3232,Horse Latitudes,6,2009,Finland,-,"Doom,Sludge"
3233,Icarus Witch,6,2004,USA,2004,Heavy
3234,Icycore,6,1998,Italy,-,Progressive
3235,Immersed,6,2008,Canada,2008,Death
3236,In Each Hand A Cutlass,6,2011,Singapore,-,"Post-metal,Progressive"
3237,Insidious Disease,6,2004,Norway,2004,Death
3238,Interitus Dei,6,1994,Romania,-,Gothic
3239,Isacaarum,6,1994,Czech Republic,1994,"Death,Grindcore"
3240,Jack Starr's Burning Starr,6,1984,USA,-,"Heavy,Us power"
3241,Jaguar,6,1979,United Kingdom,1979,"Heavy,New wave of british heavy"
3242,JesusMartyr,6,1994,Argentina,-,"Death,Thrash"
3243,Joel Grind,6,2012,USA,2012,"Black,Speed"
3244,Kall,6,2012,Sweden,-,Depressive black
3245,Killing Touch,6,2008,Italy,2008,Melodic power
3246,King Goat,6,2012,United Kingdom,-,Psychedelic doom
3247,Kjeld,6,2004,The Netherlands,2004,Black
3248,Lîvi,6,1976,Latvia,2010,"Hard rock,Heavy"
3249,Lancer,6,2009,Sweden,2009,"Speed,Power"
3250,Lilitu,6,1999,USA,-,"Death,Gothic"
3251,Lost Inside,6,2009,USA,2009,"Depressive black,Atmospheric black"
3252,Magenta Harvest,6,2005,Finland,-,Melodic death
3253,Medicated,6,2005,Finland,2005,Melodic death
3254,Men Eater,6,2004,Portugal,-,"Stoner,Sludge"
3255,Mesmerize,6,1988,Italy,1988,Heavy
3256,Mistress,6,1999,United Kingdom,2008,"Death,Grindcore,Sludge"
3257,Morne,6,2005,USA,2005,"Post-metal,Sludge"
3258,Morphinist,6,2013,Germany,-,"Atmospheric black,Post-metal"
3259,Mors Subita,6,1999,Finland,1999,"Melodic death,Thrash"
3260,Mourning Caress,6,1998,Germany,2015,Depressive heavy
3261,Mourning Dawn,6,2002,France,2002,Depressive black
3262,Myrkvar,6,2003,The Netherlands,-,"Black,Folk"
3263,Nàttsòl,6,2006,Norway,2006,"Black,Folk"
3264,Netra,6,2003,France,-,"Black,Trip-,Hop,Ambient"
3265,NightCreepers,6,2003,France,2003,"Folk,Pagan black"
3266,Njiqahdda,6,2005,USA,-,"Atmospheric black,Psychedelic rock"
3267,Non Opus Dei,6,1997,Poland,1997,Black
3268,Oblivion,6,2008,USA,-,Technical death
3269,Occultation,6,2010,USA,2010,Doom
3270,Old Corpse Road,6,2008,United Kingdom,-,"Black,Folk"
3271,Onward,6,1999,USA,1999,Us power
3272,Order Of Orias,6,2004,Australia,-,Black
3273,Ossastorium,6,2001,Lithuania,2001,Technical death
3274,Oz,6,1977,"Finland, Sweden",-,Heavy
3275,Project Silence,6,2008,Finland,2008,Industrial
3276,Sad,6,2005,Greece,-,Black
3277,Sammath Naur,6,1999,Poland,1999,"Avantgarde black,Death"
3278,Satanic Slaughter,6,1985,Sweden,-,"Black,Death,Thrash"
3279,Saviours,6,2004,USA,2004,Stoner
3280,Scamp,6,2003,Denmark,-,Thrash
3281,Scelerata,6,2002,Brazil,2002,Power
3282,Seven Sisters Of Sleep,6,2009,USA,-,"Sludge,Hardcore"
3283,Shadowgarden,6,1996,Sweden,1996,"Gothic,Gothic rock"
3284,Silent Opera,6,2007,France,-,Symphonic gothic
3285,Sithu Aye,6,2011,United Kingdom,2011,Progressiveinstrumental
3286,Skeletal Spectre,6,2008,Sweden,2014,"Death,Doom"
3287,Skyward,6,2000,Finland,2000,Symphonic power
3288,Smothered,6,2010,Sweden,-,Death
3289,Sonne Adam,6,2007,Israel,2007,Death
3290,Sorrows Path,6,1993,Greece,-,"Power,Doom"
3291,Soul Stealer,6,2003,Lithuania,2003,"Heavy,Power"
3292,StarGazer,6,1995,Australia,-,"Avantgarde black,Death"
3293,Stench,6,2007,Sweden,2007,Death
3294,Steve Grimmett's Grim Reaper,6,2006,United Kingdom,-,Heavy
3295,Supreme Pain,6,2006,The Netherlands,2006,Death
3296,Svarti Loghin,6,2005,Sweden,-,"Black,Neofolk"
3297,Take Over And Destroy,6,2008,USA,2008,Blackened sludge
3298,The Antichrist Imperium,6,2010,United Kingdom,-,"Black,Death"
3299,The Disciples Of Zoldon,6,2005,New Zealand,2005,"Death,Doom"
3300,The Equinox Ov The Gods,6,1990,Sweden,-,"Doom,Gothic"
3301,The Funeral Orchestra,6,2002,Sweden,2002,Funeral doom
3302,The Lamp Of Thoth,6,2006,United Kingdom,-,Doom
3303,The Levitation Hex,6,2010,Australia,2010,Extreme progressive
3304,The Rain I Bleed,6,2008,Greece,-,Progressive symphonic
3305,Throane,6,2016,France,2016,Industrial black
3306,Thy?,6,2002,USA,2012,"Progressive,Metalcore"
3307,Trist (CZE),6,2003,Czech Republic,2003,Depressive black
3308,Triumph,6,1975,Canada,-,"Hard rock,Progressive rock"
3309,Troldhaugen,6,2008,Australia,2008,Experimental folk
3310,Twins Crew,6,2007,Sweden,-,"Heavy,Power"
3311,Twinspirits,6,2002,Italy,2002,Progressive
3312,Uncanny,6,1989,Sweden,-,Death
3313,Utstøtt,6,2013,USA,2013,Atmospheric black
3314,Vanhelga,6,2001,Sweden,-,Black
3315,Vanitas,6,1996,Austria,1996,Gothic
3316,Vesperia,6,2005,Canada,-,"Black,Symphonic folk,Celtic death"
3317,Vexillum,6,2004,Italy,2004,"Melodic power,Folk"
3318,Vulvodynia,6,2014,South Africa,-,"Brutal death,Deathcore"
3319,We Are The Catalyst,6,2012,Sweden,2012,Alternative
3320,Where Angels Fall,6,2003,Norway,-,Gothic
3321,WHOURKR,6,2005,France,2005,"Experimental death,Cybergrind"
3322,Winterdome,6,1996,Germany,-,Folk
3323,Wishdoom,6,2007,Greece,2007,"Heavy,Doom"
3324,Witchsorrow,6,2005,United Kingdom,-,Doom
3325,Yorblind,6,2002,France,2002,Gothenburg
3326,Yyl,6,2014,France,-,"Industrial,Post-metal,Progressive"
3327,11 As In Adversaries,5,2010,France,2010,Extreme avantgarde
3328,A Loathing Requiem,5,2007,USA,-,Technical death
3329,A Night In Texas,5,2010,Australia,2010,Technical deathcore
3330,Abhorrence,5,1989,Finland,-,Death
3331,Abstrakt Algebra,5,1995,Sweden,1995,"Doom,Heavy"
3332,Adamantine,5,2006,Portugal,-,Melodic thrash
3333,Altar Of Betelgeuze,5,2010,Finland,2010,"Death doom,Stoner"
3334,Ancient Ceremony,5,1989,Germany,2005,Melodic black
3335,Anguish,5,2007,Sweden,2007,Doom
3336,Apati,5,2008,Sweden,2011,Depressive black
3337,Apotheosis,5,1993,Malta,1993,"Symphonic black,Thrash"
3338,Arachnes,5,1995,Italy,-,Power
3339,Asgaroth,5,1995,Spain,1995,"Melodic black,Doom"
3340,Astral Domine,5,2011,Italy,-,Symphonic power
3341,At War,5,1983,USA,1983,"Speed,Thrash"
3342,Auroch,5,2006,Canada,-,"Thrash,Blackened death"
3343,Author & Punisher,5,2004,USA,2004,"Industrial doom,Drone"
3344,Autokrator,5,2014,France,-,"Industrial death,Drone"
3345,Autolatry,5,2009,USA,2009,"Melodic black,Progressive black"
3346,Avsky,5,2002,Sweden,-,Black
3347,Balance Of Power,5,1995,United Kingdom,1995,Progressive
3348,Beautality,5,2009,United Kingdom,-,"Atmospheric black,Progressive black"
3349,Black Oath,5,2006,Italy,2006,Doom
3350,Blacklodge,5,1998,France,-,Industrial black
3351,Blasphemophagher,5,2002,Italy,2002,"Black,Death"
3352,Blood Farmers,5,1989,USA,-,Doom
3353,Bloodway,5,2013,Romania,2013,Progressive black
3354,Bombs Of Hades,5,2002,Sweden,-,Death
3355,Chain Collector,5,2003,Norway,2003,Melodic death
3356,Chainsaw,5,1997,Poland,-,"Heavy,Power"
3357,Changer,5,1999,Iceland,1999,"Thrash,Death"
3358,Chrch,5,2015,USA,-,"Doom,Sludge"
3359,Cold Cell,5,2012,Switzerland,2012,Black
3360,Continuo Renacer,5,1994,Spain,-,"Technical death,Progressive,Instrumental"
3361,Corelia,5,2010,USA,2010,Progressive
3362,Corpus Mortale,5,1993,Denmark,-,Brutal death
3363,Cretin,5,1992,USA,1992,"Death,Grindcore"
3364,Crown Of Autumn,5,1996,Italy,-,Gothic
3365,Cult Of Daath,5,1999,USA,1999,Black
3366,Cut Up,5,2014,Sweden,-,Death
3367,Détente,5,1984,USA,1984,"Speed,Thrash"
3368,D.C. Cooper,5,1998,USA,-,Progressive
3369,Dark Sermon,5,2009,USA,2009,"Death,Deathcore"
3370,Dark Tribe,5,1997,Germany,2015,Black
3371,Darkmoon,5,1997,Switzerland,1997,"Extreme gothic,Melodic death,Black,Thrash"
3372,Dauntless,5,1991,Finland,-,"Thrash,Death"
3373,Dead Summer Society,5,2010,Italy,2010,Gothic doom
3374,Decrepitaph,5,2005,USA,-,Death
3375,Deep-Pression,5,2006,Poland,2006,"Black,Doom"
3376,Deluge,5,2013,France,-,"Black,Post-metal,Hardcore"
3377,Denouncement Pyre,5,2003,Australia,2003,"Black,Death"
3378,Derelict Earth,5,2009,France,-,Extreme progressive
3379,Devious,5,1998,The Netherlands,1998,Death
3380,Die Like Gentlemen,5,2012,USA,-,Progressive sludge
3381,Distress,5,1996,France,1996,"Death doom,Gothic doom,Progressive doom"
3382,Divercia,5,1998,Finland,-,Suomi
3383,Drawn And Quartered,5,1993,USA,1993,Death
3384,Drottnar,5,1996,Norway,-,"Death,Black,Technical black"
3385,Dystera,5,2006,Switzerland,2006,Symphonic power
3386,Dystopia,5,2003,Hungary,-,Progressive heavy
3387,Dystopia Nå!,5,2010,Norway,2010,Depressive black
3388,Eccentric Pendulum,5,2008,India,-,Progressive
3389,Eciton,5,2000,Denmark,2000,Death
3390,Ego Depths,5,2007,"Ukraine, Canada",-,Funeral doom
3391,Elite,5,2001,Norway,2001,Black
3392,Elvenpath,5,2001,Germany,-,Power
3393,Elyose,5,2009,France,2009,"Industrial,Gothic"
3394,Empty Tremor,5,1993,Italy,-,Progressive
3395,Enabler,5,2010,USA,2010,"Hardcore,Metalcore,Punk"
3396,Encoffination,5,2008,USA,-,Death doom
3397,End Of Aeon,5,2011,Finland,2011,"Death doom,Melodic death"
3398,Episode 13,5,2001,Turkey,-,Black
3399,Epoch Of Unlight,5,1990,USA,1990,"Black,Death"
3400,Esoterica,5,2011,USA,2016,Black
3401,Estertor,5,1996,Bolivia,1996,"Melodic death,Doom"
3402,Eternal Elysium,5,1991,Japan,-,"Psychedelic doom,Stoner"
3403,Eternity's End,5,2014,Germany,2014,"Progressive,Power"
3404,Euphoric Defilement,5,2009,USA,-,Brutal death
3405,Exiled From Light,5,2007,New Zealand,2007,Depressive black
3406,Fifth To Infinity,5,1997,Sweden,-,"Black,Death"
3407,For Selena And Sin,5,2004,Finland,2004,"Gothic,Suomi"
3408,Force Of Evil,5,2002,Denmark,-,Heavy
3409,Genius: A Rock Opera,5,2002,Italy,2002,Symphonic power
3410,Goat The Head,5,2002,Norway,-,Death
3411,Godiva,5,2001,Switzerland,2001,Heavy
3412,Grá,5,2010,Sweden,-,Black
3413,Grey Skies Fallen,5,1997,USA,1997,"Melodic death,Progressive"
3414,Hades,5,1992,Norway,1998,Black
3415,Hadriel,5,2007,Sweden,2007,Progressive doom
3416,Haiduk,5,2009,Canada,-,"Melodic death,Thrash,Brutal death"
3417,Hail!Hornet,5,2006,USA,2006,Sludge
3418,Hate Meditation,5,2003,USA,-,Black
3419,Hatred,5,1998,Germany,1998,Thrash
3420,Heavy Lord,5,2002,The Netherlands,-,"Doom,Sludge"
3421,Herder,5,2010,The Netherlands,2010,"Sludge,Stoner"
3422,Hideous Divinity,5,2007,Italy,-,"Brutal death,Technical death"
3423,Iconocaust,5,2005,USA,2005,"Death,Thrash"
3424,Ilium,5,1998,Australia,-,Power
3425,Illuminati,5,2008,Romania,2008,"Progressive thrash,Technical death"
3426,InAeona,5,2009,USA,-,Progressive
3427,Inhume,5,1994,The Netherlands,1994,"Brutal death,Grindcore"
3428,Just Before Dawn,5,2012,Sweden,-,Death
3429,Kalidia,5,2010,Italy,2010,Symphonic power
3430,Kataplexia,5,2002,Finland,-,Brutal death
3431,Kick Axe,5,1976,Canada,1976,"Glam,Heavy"
3432,Krv,5,2003,Bosnia and Herzegovina,2010,Black
3433,Lantern,5,2007,Finland,2007,Death
3434,Lecherous Nocturne,5,1997,USA,-,"Brutal death,Technical death"
3435,Lethal,5,1982,USA,1982,Us power
3436,Lords Of The Trident,5,2008,USA,-,Heavy
3437,Louna,5,2008,Russia,2008,"Nu,Alternative rock"
3438,Maim,5,2006,Sweden,-,Death
3439,Manic Movement,5,1993,Belgium,1993,"Death,Symphonic"
3440,Manii,5,2011,Norway,-,Depressive black
3441,Marshall Law,5,1988,United Kingdom,1988,"Heavy,Power"
3442,Mendel,5,2011,The Netherlands,-,"Progressive,Instrumental"
3443,Mephorash,5,2010,Sweden,2010,Black
3444,Metallic Taste Of Blood,5,2011,,-,"Progressive,Instrumental"
3445,Moonreich,5,2008,France,2008,Black
3446,More,5,1979,United Kingdom,2000,"New wave of british heavy,Heavy"
3447,Mutilation Rites,5,2009,USA,2009,Black
3448,My Enchantment,5,2000,Portugal,-,Black
3449,Myraeth,5,2009,Australia,2009,"Death doom,Gothic"
3450,Névoa,5,2014,Portugal,-,Atmospheric black
3451,Nitro,5,1987,USA,1987,"Heavy,Glam"
3452,Noein,5,2007,France,-,Industrial death
3453,Nontinuum,5,2010,Australia,2010,"Atmospheric black,Depressive black"
3454,Noothgrush,5,1994,USA,-,"Doom,Sludge"
3455,Noturna,5,2002,Brazil,2002,"Gothic,Progressive"
3456,Noveria,5,2014,Italy,-,Power
3457,Nox,5,2003,The Netherlands,2003,Death
3458,Obsidian Tongue,5,2009,USA,-,Atmospheric black
3459,Odraza,5,2009,Poland,2009,Black
3460,One Machine,5,2008,USA,-,Progressive thrash
3461,Opus Doria,5,2009,France,2009,Symphonic power
3462,Overlorde,5,1985,USA,-,Us power
3463,Parasitic Extirpation,5,2007,USA,2007,"Brutal death,Technical death"
3464,Pariah,5,1988,United Kingdom,1998,"Power,Thrash"
3465,Pestilential Shadows,5,2003,Australia,2003,Black
3466,Phoenix Rising,5,2007,Spain,-,Symphonic power
3467,Pictures Of Pain,5,2004,Norway,2004,Extreme progressive
3468,Profundi,5,2006,Sweden,-,Black
3469,Pulse Of Nebulae,5,2013,Latvia,2013,Progressive death
3470,Radigost,5,1994,Russia,-,"Doom,Black"
3471,Raging Speedhorn,5,1998,United Kingdom,1998,Nu
3472,Raise Hell,5,1996,Sweden,-,"Black,Thrash"
3473,Reciprocal,5,2007,USA,2007,"Technical death,Brutal death"
3474,Resistance,5,1987,USA,-,"Thrash,Progressive,Heavy,Us power"
3475,Reverence (USA),5,2010,USA,2010,Progressive power
3476,Rising,5,2008,Denmark,-,Sludge
3477,Rising Dream,5,2004,Croatia,2004,"Heavy,Extreme power,Power"
3478,Ruthless,5,1982,USA,-,"Heavy,Us power"
3479,Sammath,5,1994,The Netherlands,1994,Black
3480,Scythian,5,2004,United Kingdom,-,"Blackened death,Thrash"
3481,Senmuth,5,2004,Russia,2004,"Ambient ,Doom,Electronica,Experimental ,Industrial"
3482,Serpentine Path,5,2011,USA,-,"Death,Doom"
3483,Six Degrees Of Separation,5,1996,Czech Republic,1996,Doom
3484,Skogmark,5,2012,Russia,-,Atmospheric black
3485,Skumring,5,2004,Norway,2004,Doom
3486,Slivers Of Silence,5,2008,Finland,-,Melodic death
3487,Solbrud,5,2009,Denmark,2009,Atmospheric black
3488,Somnus Aeternus,5,2007,Czech Republic,-,"Death doom,Gothic"
3489,Soulmass,5,2013,USA,2013,Death
3490,Spelljammer,5,2007,Sweden,-,"Stoner,Doom"
3491,Spoil Engine,5,2004,Belgium,2004,"Melodic death,Metalcore"
3492,Stillborn,5,2000,Malta,-,Symphonic
3493,Svartahrid,5,1994,Norway,1994,Black
3494,Sweet Savage,5,1979,United Kingdom,-,"New wave of british heavy,Heavy"
3495,Sweet Sorrow,5,1996,Slovenia,1996,"Heavy,Melodic death"
3496,Syrach,5,1993,Norway,-,Doom
3497,Taatsi,5,2013,Finland,2013,Atmospheric black
3498,Tacit Fury,5,2001,Russia,-,"Symphonic death,Doom,Death"
3499,Talamyus,5,2002,Canada,2002,"Melodic death,Thrash"
